643,377,14707,,,,
642,387,15094,,,,
641,380,15474,,,,
640,449,15923,,,,
639,414,16337,,,,
638,415,16752,,,,
637,397,17149,,,,
636,446,17595,,,,
635,371,17966,,,,
634,424,18390,,,,
633,430,18820,,,,
632,426,19246,,,,
631,424,19670,,,,
630,438,20108,,,,
629,454,20562,,,,
628,490,21052,,,,
627,459,21511,,,,
626,491,22002,,,,
625,434,22436,,,,
624,466,22902,,,,
623,460,23362,,,,
622,494,23856,,,,
621,493,24349,,,,
620,491,24840,,,,
619,498,25338,,,,
618,494,25832,,,,
617,521,26353,,,,
616,479,26832,,,,
615,501,27333,,,,
614,521,27854,,,,
613,537,28391,,,,
612,543,28934,,,,
611,478,29412,,,,
610,544,29956,,,,
609,488,30444,,,,
608,472,30916,,,,
607,499,31415,,,,
606,499,31914,,,,
605,477,32391,,,,
604,518,32909,,,,
603,540,33449,,,,
602,523,33972,,,,
601,505,34477,,,,
600,559,35036,,,,
599,497,35533,,,,
598,521,36054,,,,
597,505,36559,,,,
596,525,37084,,,,
595,509,37593,,,,
594,510,38103,,,,
593,549,38652,,,,
592,508,39160,,,,
591,485,39645,,,,
590,527,40172,,,,
589,525,40697,,,,
588,554,41251,,,,
587,490,41741,,,,
586,492,42233,,,,
585,536,42769,,,,
584,515,43284,,,,
583,521,43805,,,,
582,471,44276,,,,
581,558,44834,,,,
580,495,45329,,,,
579,509,45838,,,,
578,520,46358,,,,
577,472,46830,,,,
576,19,255,,,,
575,14,269,,,,
574,23,292,,,,
573,13,305,,,,
572,18,323,,,,
571,28,351,,,,
570,24,375,,,,
569,29,404,,,,
568,45,449,,,,
567,38,487,,,,
566,50,537,,,,
565,64,601,,,,
564,85,686,,,,
563,111,797,,,,
562,129,926,,,,
561,120,1046,,,,
560,138,1184,,,,
559,168,1352,,,,
558,202,1554,,,,
557,202,1756,,,,
556,247,2003,,,,
555,293,2296,,,,
554,303,2599,,,,
553,316,2915,,,,
552,412,3327,,,,
551,375,3702,,,,
550,428,4130,,,,
549,446,4576,,,,
548,505,5081,,,,
547,493,5574,,,,
546,546,6120,,,,
545,492,6612,,,,
544,544,7156,,,,
543,548,7704,,,,
542,554,8258,,,,
541,540,8798,,,,
540,583,9381,,,,
539,568,9949,,,,
538,580,10529,,,,
537,567,11096,,,,
536,581,11677,,,,
535,570,12247,,,,
534,599,12846,,,,
533,568,13414,,,,
532,609,14023,,,,
531,602,14625,,,,
530,585,15210,,,,
529,608,15818,,,,
528,577,16395,,,,
527,583,16978,,,,
526,593,17571,,,,
525,612,18183,,,,
524,622,18805,,,,
523,595,19400,,,,
522,612,20012,,,,
521,576,20588,,,,
520,595,21183,,,,
519,591,21774,,,,
518,548,22322,,,,
517,609,22931,,,,
516,623,23554,,,,
515,611,24165,,,,
514,568,24733,,,,
513,610,25343,,,,
512,626,25969,,,,
511,604,26573,,,,
510,597,27170,,,,
509,557,27727,,,,
508,603,28330,,,,
507,609,28939,,,,
506,589,29528,,,,
505,578,30106,,,,
504,623,30729,,,,
503,538,31267,,,,
502,557,31824,,,,
501,564,32388,,,,
500,618,33006,,,,
499,696,33702,,,,
498,600,34302,,,,
497,569,34871,,,,
496,601,35472,,,,
495,610,36082,,,,
494,615,36697,,,,
493,610,37307,,,,
492,596,37903,,,,
491,608,38511,,,,
490,596,39107,,,,
489,609,39716,,,,
488,587,40303,,,,
487,616,40919,,,,
486,642,41561,,,,
485,668,42229,,,,
484,613,42842,,,,
483,642,43484,,,,
482,607,44091,,,,
481,589,44680,,,,
480,675,45355,,,,
479,572,45927,,,,
478,590,46517,,,,
477,632,47149,,,,
476,630,47779,,,,
475,576,48355,,,,
474,587,48942,,,,
473,568,49510,,,,
472,630,50140,,,,
471,639,50779,,,,
470,654,51433,,,,
469,609,52042,,,,
468,588,52630,,,,
467,610,53240,,,,
466,578,53818,,,,
465,626,54444,,,,
464,586,55030,,,,
463,591,55621,,,,
462,597,56218,,,,
461,625,56843,,,,
460,598,57441,,,,
459,601,58042,,,,
458,615,58657,,,,
457,619,59276,,,,
456,604,59880,,,,
455,594,60474,,,,
454,549,61023,,,,
453,587,61610,,,,
452,584,62194,,,,
451,582,62776,,,,
450,578,63354,,,,
449,577,63931,,,,
448,566,64497,,,,
447,579,65076,,,,
446,576,65652,,,,
445,569,66221,,,,
444,559,66780,,,,
443,556,67336,,,,
442,550,67886,,,,
441,566,68452,,,,
440,614,69066,,,,
439,570,69636,,,,
438,609,70245,,,,
437,610,70855,,,,
436,548,71403,,,,
435,553,71956,,,,
434,572,72528,,,,
433,571,73099,,,,
432,563,73662,,,,
431,525,74187,,,,
430,527,74714,,,,
429,572,75286,,,,
428,539,75825,,,,
427,532,76357,,,,
426,566,76923,,,,
425,509,77432,,,,
424,556,77988,,,,
423,552,78540,,,,
422,527,79067,,,,
421,542,79609,,,,
420,558,80167,,,,
419,531,80698,,,,
418,506,81204,,,,
417,496,81700,,,,
416,483,82183,,,,
415,466,82649,,,,
414,484,83133,,,,
413,508,83641,,,,
412,485,84126,,,,
411,470,84596,,,,
410,472,85068,,,,
409,506,85574,,,,
408,503,86077,,,,
407,484,86561,,,,
406,492,87053,,,,
405,478,87531,,,,
404,444,87975,,,,
403,472,88447,,,,
402,499,88946,,,,
401,530,89476,,,,
400,481,89957,,,,
399,14,135,,,,
398,16,151,,,,
397,26,177,,,,
396,32,209,,,,
395,24,233,,,,
394,30,263,,,,
393,24,287,,,,
392,35,322,,,,
391,38,360,,,,
390,39,399,,,,
389,49,448,,,,
388,30,478,,,,
387,56,534,,,,
386,67,601,,,,
385,52,653,,,,
384,80,733,,,,
383,77,810,,,,
382,75,885,,,,
381,70,955,,,,
380,105,1060,,,,
379,124,1184,,,,
378,129,1313,,,,
377,126,1439,,,,
376,130,1569,,,,
375,154,1723,,,,
374,173,1896,,,,
373,172,2068,,,,
372,190,2258,,,,
371,190,2448,,,,
370,228,2676,,,,
369,240,2916,,,,
368,260,3176,,,,
367,254,3430,,,,
366,330,3760,,,,
365,325,4085,,,,
364,342,4427,,,,
363,363,4790,,,,
362,337,5127,,,,
361,375,5502,,,,
360,371,5873,,,,
359,438,6311,,,,
358,464,6775,,,,
357,427,7202,,,,
356,464,7666,,,,
355,532,8198,,,,
354,525,8723,,,,
353,567,9290,,,,
352,589,9879,,,,
351,557,10436,,,,
350,608,11044,,,,
349,617,11661,,,,
348,647,12308,,,,
347,693,13001,,,,
346,663,13664,,,,
345,737,14401,,,,
344,705,15106,,,,
343,703,15809,,,,
342,748,16557,,,,
341,773,17330,,,,
340,751,18081,,,,
339,765,18846,,,,
338,831,19677,,,,
337,795,20472,,,,
336,773,21245,,,,
335,814,22059,,,,
334,784,22843,,,,
333,801,23644,,,,
332,874,24518,,,,
331,783,25301,,,,
330,812,26113,,,,
329,835,26948,,,,
328,786,27734,,,,
327,847,28581,,,,
326,873,29454,,,,
325,846,30300,,,,
324,857,31157,,,,
323,828,31985,,,,
322,842,32827,,,,
321,780,33607,,,,
320,811,34418,,,,
319,803,35221,,,,
318,806,36027,,,,
317,779,36806,,,,
316,831,37637,,,,
315,844,38481,,,,
314,828,39309,,,,
313,783,40092,,,,
312,797,40889,,,,
311,777,41666,,,,
310,767,42433,,,,
309,781,43214,,,,
308,799,44013,,,,
307,688,44701,,,,
306,722,45423,,,,
305,676,46099,,,,
304,676,46775,,,,
303,705,47480,,,,
302,698,48178,,,,
301,668,48846,,,,
300,646,49492,,,,
299,666,50158,,,,
298,601,50759,,,,
297,626,51385,,,,
296,664,52049,,,,
295,597,52646,,,,
294,615,53261,,,,
293,584,53845,,,,
292,585,54430,,,,
291,635,55065,,,,
290,583,55648,,,,
289,562,56210,,,,
288,486,56696,,,,
